x1,x2,x3,x4,y
9.5,8.55,94.949997,47.5,5222.680176
0.7,0.63,10.5,10.5,1047.449951
0.5,0.15,4.98,1.0,159.630005
0.7,0.42,4.64,10.5,732.0
1.5,1.35,14.94,3.0,554.719971
4.0,1.2,19.98,20.0,1655.150024
8.0,2.4,39.959999,80.0,3747.969971
0.7,0.42,4.64,7.0,355.320007
0.9,0.54,9.0,4.5,415.019989
8.0,7.2,79.919998,120.0,6111.27002
5.0,1.5,16.65,50.0,2049.149902
0.7,0.21,2.3,7.0,229.559998
0.6,0.36,3.96,9.0,332.559998
0.7,0.42,6.96,10.5,876.530029
0.9,0.54,18.0,1.8,774.0
3.0,1.8,19.98,6.0,764.960022
0.7,0.42,13.98,7.0,841.179993
0.6,0.18,3.0,6.0,253.160004
0.6,0.36,12.0,1.2,271.980011
0.5,0.45,4.95,5.0,289.970001
0.9,0.54,9.0,4.5,439.029999
0.6,0.18,6.0,1.2,177.039993
3.0,2.7,29.969999,30.0,2239.76001
6.5,3.9,43.290001,65.0,3495.550049
0.7,0.42,6.96,10.5,855.619995
5.0,1.5,16.65,50.0,2124.76001
6.5,5.85,64.980003,32.5,3728.0
11.0,3.3,54.959999,110.0,5186.810059
1.5,0.9,15.0,15.0,1270.430054
9.5,8.55,94.949997,142.5,7631.450195
8.0,4.8,79.980003,80.0,5667.910156
2.5,0.75,8.28,5.0,376.070007
8.0,7.2,120.0,40.0,6454.339844
4.0,1.2,13.32,60.0,2172.370117
0.8,0.72,7.92,12.0,909.429993
0.6,0.54,18.0,9.0,1079.47998
4.0,3.6,60.0,40.0,3682.600098
8.0,4.8,53.279999,16.0,2963.929932
8.0,4.8,79.980003,80.0,5705.740234
0.6,0.18,3.0,1.2,167.440002
9.5,8.55,94.949997,95.0,6554.0
0.8,0.24,7.98,1.6,406.75
5.0,1.5,16.65,25.0,1684.199951
0.7,0.21,2.3,3.5,172.380005
4.0,2.4,26.639999,20.0,1828.349976
0.9,0.54,18.0,1.8,442.019989
4.0,2.4,39.959999,40.0,2969.23999
9.5,5.7,63.27,47.5,4060.860107
0.8,0.48,5.31,12.0,788.789978
0.7,0.21,3.48,10.5,702.640015
0.8,0.48,5.31,1.6,144.860001
0.5,0.15,2.46,2.5,167.600006
0.6,0.54,9.0,9.0,611.450012
11.0,6.6,73.260002,55.0,4741.509766
11.0,3.3,36.630001,55.0,3246.110107
0.9,0.54,5.94,1.8,270.970001
0.5,0.3,4.98,7.5,343.959991
0.5,0.3,3.33,1.0,111.459999
0.7,0.21,3.48,10.5,683.5
6.5,5.85,64.980003,65.0,4562.140137
11.0,3.3,54.959999,22.0,3683.870117
5.0,1.5,16.65,50.0,2075.060059
0.8,0.24,2.64,1.6,110.980003
0.6,0.18,6.0,6.0,457.48999
0.5,0.3,9.99,7.5,532.880005
8.0,2.4,26.639999,120.0,4029.899902
5.0,4.5,49.950001,50.0,3576.219971
2.5,0.75,12.48,37.5,1556.140015
2.0,0.6,9.96,20.0,1094.25
1.5,0.9,9.99,22.5,1210.560059
6.5,1.95,21.6,65.0,2623.330078
0.8,0.72,7.92,4.0,366.320007
0.8,0.72,7.92,1.6,357.709991
8.0,4.8,53.279999,40.0,3550.409912
0.7,0.21,2.3,10.5,654.22998
5.0,1.5,16.65,25.0,1660.449951
6.5,1.95,32.459999,32.5,2760.429932
4.0,1.2,19.98,20.0,1702.439941
2.0,0.6,9.96,10.0,660.090027
9.5,8.55,94.949997,95.0,6547.189941
8.0,7.2,120.0,80.0,7071.680176
2.5,0.75,8.28,12.5,932.469971
0.7,0.63,6.93,7.0,474.350006
1.5,0.9,9.99,7.5,449.899994
3.0,2.7,29.969999,30.0,2243.550049
0.6,0.18,1.98,6.0,193.520004
2.0,0.6,9.96,4.0,479.23999
0.6,0.54,18.0,1.2,763.400024
11.0,3.3,36.630001,165.0,6460.560059
5.0,4.5,75.0,50.0,4581.52002
5.0,4.5,49.950001,75.0,3898.27002
0.9,0.81,13.5,9.0,807.22998
0.5,0.3,3.33,5.0,236.149994
0.8,0.24,3.96,8.0,314.890015
4.0,2.4,26.639999,8.0,1341.680054
0.6,0.36,6.0,6.0,364.359985
0.7,0.63,10.5,7.0,520.210022
8.0,4.8,79.980003,120.0,6775.5
0.6,0.54,9.0,6.0,439.429993
5.0,4.5,75.0,75.0,5152.959961
0.6,0.18,6.0,6.0,395.369995
0.5,0.3,9.99,5.0,483.230011
0.6,0.36,12.0,3.0,526.72998
0.9,0.54,9.0,9.0,530.159973
2.0,0.6,6.66,30.0,1256.910034
8.0,4.8,79.980003,40.0,4760.830078
2.5,1.5,16.65,5.0,653.469971
0.7,0.63,10.5,3.5,457.359985
0.9,0.81,9.0,9.0,600.039978
0.5,0.15,2.46,7.5,248.910004
1.5,1.35,22.5,7.5,854.549988
5.0,3.0,49.98,75.0,4153.990234
0.7,0.42,4.64,7.0,301.5
0.5,0.15,1.64,2.5,117.480003
0.5,0.45,4.95,2.5,219.399994
1.5,0.9,15.0,7.5,612.22998
5.0,3.0,49.98,25.0,3115.669922
0.6,0.36,6.0,9.0,454.01001
0.7,0.63,10.5,7.0,624.409973
4.0,1.2,13.32,8.0,775.630005
0.6,0.54,18.0,1.2,431.410004
0.9,0.27,2.97,13.5,766.330017
8.0,7.2,120.0,120.0,8272.740234
3.0,1.8,19.98,6.0,1013.330017
6.5,5.85,64.980003,97.5,5112.240234
0.5,0.3,3.33,5.0,218.850006
11.0,3.3,36.630001,22.0,2628.820068
6.5,5.85,97.5,97.5,6799.410156
0.6,0.54,9.0,6.0,542.48999
9.5,2.85,47.459999,142.5,5799.240234
5.0,4.5,75.0,25.0,4137.709961
0.7,0.42,4.64,1.4,131.949997
9.5,2.85,47.459999,95.0,4651.810059
4.0,1.2,19.98,60.0,2353.110107
0.9,0.27,2.97,9.0,319.630005
0.6,0.36,12.0,6.0,574.030029
0.5,0.3,9.99,2.5,447.529999
1.5,1.35,22.5,22.5,1830.02002
9.5,5.7,94.980003,95.0,6810.549805
0.9,0.81,9.0,4.5,413.179993
3.0,0.9,15.0,45.0,1827.349976
8.0,7.2,120.0,40.0,6474.799805
1.5,1.35,14.94,22.5,1440.699951
9.5,2.85,47.459999,19.0,3024.689941
0.9,0.54,5.94,13.5,842.929993
3.0,2.7,45.0,30.0,2835.629883
0.5,0.3,9.99,5.0,486.980011
3.0,2.7,45.0,15.0,2535.139893
5.0,1.5,24.959999,75.0,2806.02002
11.0,6.6,73.260002,165.0,7570.5
1.5,0.9,9.99,15.0,988.450012
2.5,0.75,8.28,12.5,940.049988
0.5,0.45,4.95,7.5,369.299988
0.7,0.63,6.93,10.5,842.190002
3.0,0.9,15.0,6.0,705.409973
3.0,1.8,30.0,30.0,2342.01001
0.7,0.42,13.98,10.5,1246.170044
2.0,1.2,13.32,4.0,525.849976
0.6,0.54,18.0,1.2,431.410004
1.5,0.9,9.99,3.0,397.220001
1.5,0.9,9.99,3.0,389.660004
0.9,0.27,2.97,13.5,774.130005
0.5,0.3,9.99,1.0,237.570007
0.6,0.36,3.96,9.0,300.140015
5.0,1.5,16.65,10.0,946.130005
2.5,0.75,12.48,12.5,1172.72998
3.0,0.9,15.0,15.0,1312.819946
4.0,1.2,19.98,8.0,1160.719971
0.9,0.27,9.0,4.5,497.130005
2.0,0.6,6.66,4.0,312.579987
1.5,0.9,15.0,7.5,795.349976
0.5,0.15,2.46,1.0,95.389999
5.0,3.0,33.299999,25.0,2351.889893
0.5,0.45,4.95,7.5,320.690002
4.0,3.6,39.959999,20.0,2292.139893
0.6,0.18,3.0,9.0,265.940002
0.6,0.18,1.98,9.0,261.51001
0.8,0.24,7.98,4.0,447.209991
2.5,2.25,24.93,25.0,1993.040039
0.8,0.48,7.98,8.0,548.48999
8.0,2.4,26.639999,40.0,2358.469971
5.0,3.0,33.299999,10.0,1636.140015
0.6,0.36,12.0,6.0,574.030029
0.9,0.54,5.94,1.8,273.26001
0.5,0.15,2.46,5.0,203.050003
2.0,0.6,9.96,20.0,1079.780029
0.5,0.15,2.46,5.0,190.789993
3.0,2.7,45.0,45.0,3263.080078
4.0,3.6,39.959999,60.0,3169.97998
0.9,0.27,9.0,9.0,672.719971
2.0,0.6,6.66,20.0,922.5
0.8,0.24,3.96,4.0,283.619995
0.5,0.3,4.98,2.5,246.759995
0.7,0.21,3.48,10.5,675.960022
9.5,8.55,94.949997,142.5,7674.47998
8.0,2.4,26.639999,40.0,2451.75
0.9,0.54,5.94,4.5,309.529999
0.5,0.45,7.5,7.5,444.459991
0.6,0.18,6.0,9.0,531.390015
0.8,0.24,3.96,12.0,762.400024
0.6,0.36,6.0,1.2,156.389999
0.6,0.18,3.0,6.0,230.410004
0.8,0.48,7.98,4.0,380.059998
0.7,0.63,6.93,3.5,319.959991
3.0,1.8,19.98,45.0,2028.98999
0.5,0.45,4.95,1.0,132.440002
8.0,2.4,39.959999,80.0,3786.469971
6.5,1.95,21.6,13.0,1587.319946
0.9,0.81,13.5,9.0,807.22998
6.5,1.95,32.459999,32.5,2591.51001
0.6,0.54,5.94,9.0,399.579987
2.0,1.2,13.32,4.0,517.929993
4.0,3.6,60.0,60.0,4295.0
4.0,3.6,39.959999,20.0,2294.139893
4.0,3.6,60.0,60.0,4303.169922
8.0,4.8,53.279999,120.0,4883.350098
2.0,0.6,9.96,30.0,1345.339966
1.5,1.35,22.5,15.0,1515.969971
0.8,0.48,7.98,1.6,205.919998
5.0,1.5,24.959999,75.0,2881.550049
0.9,0.54,18.0,4.5,810.299988
2.0,1.8,19.98,10.0,996.02002
8.0,2.4,39.959999,120.0,4367.27002
9.5,2.85,31.59,95.0,3718.689941
0.9,0.27,4.5,9.0,401.679993
9.5,5.7,63.27,142.5,6346.370117
0.5,0.3,3.33,1.0,108.830002
0.6,0.54,5.94,1.2,260.549988
1.5,0.45,4.95,22.5,1106.800049
0.9,0.54,18.0,1.8,774.0
0.5,0.3,4.98,5.0,305.179993
2.0,0.6,9.96,10.0,535.929993
5.0,4.5,49.950001,50.0,3583.0
1.5,0.9,15.0,22.5,1484.959961
5.0,3.0,33.299999,10.0,1267.030029
0.6,0.36,6.0,9.0,416.660004
0.8,0.48,5.31,12.0,786.070007
0.5,0.45,4.95,5.0,291.850006
0.9,0.81,9.0,13.5,980.859985
1.5,0.9,9.99,7.5,553.609985
2.0,1.8,30.0,10.0,1153.589966
6.5,3.9,64.980003,65.0,4699.540039
3.0,0.9,9.99,15.0,1030.859985
0.9,0.27,4.5,1.8,244.259995
0.6,0.18,1.98,6.0,209.809998
0.9,0.81,9.0,9.0,600.039978
8.0,7.2,79.919998,80.0,5497.709961
0.6,0.18,1.98,3.0,138.160004
8.0,2.4,26.639999,16.0,1929.300049
2.0,0.6,9.96,4.0,484.829987
0.7,0.42,4.64,1.4,130.479996
5.0,1.5,16.65,10.0,789.150024
9.5,2.85,31.59,19.0,2208.389893
0.9,0.81,13.5,4.5,607.289978
0.5,0.3,4.98,2.5,245.720001
6.5,3.9,64.980003,65.0,4672.509766
0.8,0.72,7.92,1.6,351.559998
9.5,5.7,63.27,19.0,3502.76001
0.9,0.81,9.0,13.5,980.859985
6.5,1.95,32.459999,65.0,3247.25
4.0,1.2,13.32,40.0,1675.52002
0.8,0.48,7.98,1.6,347.049988
3.0,2.7,29.969999,45.0,2443.389893
0.5,0.3,9.99,1.0,232.320007
1.5,0.9,9.99,15.0,971.960022
0.6,0.54,9.0,9.0,520.590027
2.5,2.25,37.5,37.5,2812.02002
11.0,3.3,36.630001,22.0,2660.639893
9.5,2.85,47.459999,95.0,4575.549805
1.5,0.9,15.0,22.5,1489.079956
5.0,3.0,49.98,50.0,3705.389893
0.5,0.45,15.0,2.5,657.359985
0.5,0.3,3.33,2.5,187.610001
6.5,5.85,97.5,32.5,5268.200195
4.0,2.4,26.639999,60.0,2615.439941
3.0,1.8,19.98,6.0,781.559998
0.8,0.72,7.92,8.0,545.950012
6.5,1.95,32.459999,65.0,3146.340088
5.0,1.5,16.65,75.0,2569.889893
9.5,2.85,31.59,19.0,2168.649902
2.5,0.75,12.48,5.0,594.5
0.7,0.63,10.5,10.5,1058.959961
6.5,3.9,64.980003,32.5,3916.280029
0.5,0.3,9.99,2.5,444.369995
4.0,2.4,39.959999,40.0,2972.02002
0.6,0.36,12.0,3.0,526.72998
0.8,0.24,2.64,4.0,202.809998
3.0,1.8,30.0,30.0,2332.689941
1.5,1.35,14.94,22.5,1440.550049
0.6,0.54,5.94,6.0,413.98999
0.8,0.72,7.92,12.0,931.320007
2.5,2.25,24.93,37.5,2099.899902
8.0,2.4,39.959999,40.0,3201.97998
0.5,0.3,4.98,5.0,294.76001
4.0,1.2,13.32,40.0,1667.619995
6.5,3.9,43.290001,65.0,3510.97998
0.8,0.24,7.98,4.0,432.170013
0.6,0.36,3.96,1.2,186.610001
0.7,0.42,6.96,7.0,423.829987
1.5,1.35,14.94,15.0,1214.199951
2.0,0.6,6.66,10.0,409.049988
0.7,0.63,6.93,7.0,405.149994
8.0,2.4,39.959999,16.0,2641.850098
1.5,0.45,4.95,22.5,1075.550049
0.9,0.54,18.0,13.5,1478.459961
2.0,1.8,19.98,20.0,1517.390015
4.0,1.2,19.98,8.0,1164.089966
0.9,0.81,9.0,4.5,413.179993
11.0,3.3,36.630001,55.0,3246.820068
0.8,0.48,5.31,1.6,239.110001
6.5,3.9,64.980003,32.5,3895.060059
0.6,0.54,18.0,6.0,808.809998
2.0,1.2,13.32,30.0,1463.430054
3.0,2.7,45.0,30.0,2848.330078
4.0,3.6,60.0,40.0,3695.939941
11.0,3.3,54.959999,22.0,3666.080078
3.0,2.7,29.969999,45.0,2453.100098
3.0,0.9,15.0,30.0,1636.170044
6.5,5.85,64.980003,65.0,4571.779785
1.5,1.35,22.5,7.5,1113.130005
3.0,2.7,29.969999,15.0,1813.47998
8.0,2.4,39.959999,120.0,4376.899902
0.8,0.24,3.96,8.0,358.51001
0.8,0.72,12.0,8.0,722.960022
0.8,0.48,5.31,4.0,285.980011
0.6,0.36,6.0,6.0,357.200012
5.0,3.0,49.98,50.0,3702.540039
0.6,0.54,5.94,9.0,445.75
2.0,1.8,30.0,20.0,1894.27002
0.5,0.45,15.0,7.5,892.48999
6.5,3.9,43.290001,13.0,2501.090088
0.5,0.3,9.99,7.5,633.890015
2.0,1.2,13.32,20.0,1201.849976
0.5,0.3,9.99,7.5,522.539978
0.5,0.3,4.98,7.5,336.670013
2.5,2.25,37.5,12.5,2195.280029
0.8,0.48,5.31,8.0,350.559998
11.0,6.6,73.260002,22.0,4171.910156
9.5,2.85,31.59,142.5,5329.470215
6.5,1.95,21.6,32.5,2001.01001
9.5,8.55,142.5,47.5,7651.509766
0.9,0.27,9.0,9.0,585.109985
3.0,1.8,19.98,15.0,1424.349976
1.5,0.9,9.99,22.5,1211.280029
2.5,2.25,24.93,25.0,1983.01001
0.9,0.27,2.97,9.0,345.700012
0.8,0.72,12.0,8.0,606.940002
4.0,1.2,19.98,20.0,1663.089966
3.0,1.8,19.98,30.0,1805.880005
0.5,0.45,7.5,7.5,440.339996
11.0,3.3,54.959999,165.0,6892.029785
11.0,3.3,54.959999,55.0,4417.569824
0.5,0.15,1.64,1.0,71.580002
0.9,0.27,4.5,1.8,176.350006
2.0,1.2,13.32,20.0,1192.810059
9.5,5.7,94.980003,47.5,5544.25
9.5,2.85,31.59,19.0,2135.159912
4.0,1.2,19.98,60.0,2352.340088
4.0,2.4,26.639999,8.0,1018.580017
0.5,0.15,2.46,5.0,220.149994
0.8,0.48,7.98,4.0,384.929993
2.5,0.75,8.28,5.0,421.519989
9.5,5.7,94.980003,47.5,5549.899902
0.9,0.81,9.0,9.0,512.690002
8.0,7.2,120.0,40.0,6467.569824
4.0,1.2,19.98,40.0,2038.689941
0.8,0.24,3.96,8.0,394.799988
5.0,3.0,33.299999,75.0,3122.530029
2.0,1.2,19.98,30.0,1835.040039
0.7,0.63,10.5,3.5,456.839996
0.9,0.27,9.0,4.5,489.190002
0.7,0.21,3.48,3.5,234.460007
0.5,0.3,3.33,5.0,229.600006
0.9,0.27,2.97,4.5,232.160004
0.9,0.54,5.94,4.5,308.089996
8.0,4.8,53.279999,40.0,3396.350098
1.5,0.9,15.0,22.5,1471.02002
6.5,3.9,43.290001,97.5,4103.629883
0.8,0.72,7.92,4.0,375.019989
0.6,0.54,5.94,9.0,453.440002
5.0,4.5,49.950001,25.0,2982.389893
0.5,0.45,7.5,5.0,362.119995
6.5,3.9,64.980003,32.5,3896.76001
3.0,1.8,30.0,15.0,1908.150024
3.0,0.9,15.0,45.0,1831.290039
2.5,2.25,37.5,12.5,2195.280029
2.0,1.8,19.98,4.0,728.969971
0.5,0.3,3.33,7.5,300.679993
0.8,0.48,15.99,1.6,390.890015
9.5,5.7,63.27,19.0,3440.48999
3.0,0.9,9.99,15.0,1071.699951
0.8,0.72,7.92,8.0,469.190002
0.6,0.18,3.0,3.0,208.490005
8.0,4.8,53.279999,40.0,3468.73999
0.8,0.72,7.92,8.0,533.030029
2.5,2.25,24.93,25.0,1981.170044
3.0,0.9,9.99,45.0,1719.569946
0.6,0.18,3.0,9.0,316.170013
2.0,1.2,19.98,20.0,1582.76001
0.8,0.24,7.98,8.0,618.700012
2.5,2.25,37.5,37.5,2812.02002
5.0,3.0,33.299999,25.0,2365.01001
0.7,0.21,6.99,7.0,518.859985
0.5,0.15,1.64,7.5,234.190002
2.5,0.75,8.28,25.0,1249.089966
4.0,3.6,60.0,20.0,3320.040039
5.0,3.0,33.299999,25.0,2303.98999
6.5,3.9,64.980003,65.0,4743.839844
0.8,0.48,15.99,8.0,941.679993
8.0,2.4,39.959999,120.0,4375.77002
0.6,0.36,3.96,3.0,209.309998
0.6,0.54,5.94,3.0,274.519989
0.6,0.54,5.94,6.0,354.910004
